Formula Grant Accountability/Performance Custom Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Indicator,Edu Type,Year,Grand Total Numerator,Grand Total Denominator,Grand Total Target,Grand Total Actual Performance,Met 90%,Missed 90%,Male Numerator,Male Denominator,Male Target,Male Actual Performance,Female  Numerator,Female  Denominator,Female  Target,Female  Actual Performance,American Indian or Alaskan Native (1997) Numerator,American Indian or Alaskan Native (1997) Denominator,American Indian or Alaskan Native (1997) Target,American Indian or Alaskan Native (1997) Actual Performance,Asian (1997) Numerator,Asian (1997) Denominator,Asian (1997) Target,Asian (1997) Actual Performance,Black or African American (1997) Numerator,Black or African American (1997) Denominator,Black or African American (1997) Target,Black or African American (1997) Actual Performance,Hispanic/Latino (1997) Numerator,Hispanic/Latino (1997) Denominator,Hispanic/Latino (1997) Target,Hispanic/Latino (1997) Actual Performance,Native Hawaiian or Other Pacific Islander (1997) Numerator,Native Hawaiian or Other Pacific Islander (1997) Denominator,Native Hawaiian or Other Pacific Islander (1997) Target,Native Hawaiian or Other Pacific Islander (1997) Actual Performance,White (1997) Numerator,White (1997) Denominator,White (1997) Target,White (1997) Actual Performance,Two or More Races (1997) Numerator,Two or More Races (1997) Denominator,Two or More Races (1997) Target,Two or More Races (1997) Actual Performance,Unknown (1997) Numerator,Unknown (1997) Denominator,Unknown (1997) Target,Unknown (1997) Actual Performance,American Indian or Alaskan Native (1977) Numerator,American Indian or Alaskan Native (1977) Denominator,American Indian or Alaskan Native (1977) Target,American Indian or Alaskan Native (1977) Actual Performance,Asian or Pacific Islander (1977) Numerator,Asian or Pacific Islander (1977) Denominator,Asian or Pacific Islander (1977) Target,Asian or Pacific Islander (1977) Actual Performance,Black (Not Hispanic) (1977) Numerator,Black (Not Hispanic) (1977) Denominator,Black (Not Hispanic) (1977) Target,Black (Not Hispanic) (1977) Actual Performance,Hispanic (1977) Numerator,Hispanic (1977) Denominator,Hispanic (1977) Target,Hispanic (1977) Actual Performance,White (1977) Numerator,White (1977) Denominator,White (1977) Target,White (1977) Actual Performance,Unknown (1977) Numerator,Unknown (1977) Denominator,Unknown (1977) Target,Unknown (1977) Actual Performance
New York,3P1: Student Retention or Transfer,Postsecondary,"2,010","98,534","123,146",58.10%,80.01%,Yes,No,"44,191","56,131",58.10%,78.73%,"54,343","67,015",58.10%,81.09%,"1,700","2,193",58.10%,77.52%,"2,193","9,441",58.10%,23.23%,"19,633","24,213",58.10%,81.08%,"17,834","21,503",58.10%,82.94%,17,19,58.10%,89.47%,"47,665","60,983",58.10%,78.16%,393,507,58.10%,77.51%,"3,604","4,919",58.10%,73.27%,0,0,58.10%,0.00%,0,0,58.10%,0.00%,0,0,58.10%,0.00%,0,0,58.10%,0.00%,0,0,58.10%,0.00%,0,0,58.10%,0.00%
New York,3P1: Student Retention or Transfer,Postsecondary,"2,009","93,689","118,639",57.60%,78.97%,Yes,No,"41,415","53,247",57.60%,77.78%,"52,274","65,392",57.60%,79.94%,0,0,57.60%,0.00%,0,0,57.60%,0.00%,0,0,57.60%,0.00%,0,0,57.60%,0.00%,0,0,57.60%,0.00%,0,0,57.60%,0.00%,0,0,57.60%,0.00%,0,0,57.60%,0.00%,"1,413","2,422",57.60%,58.34%,"8,854","10,547",57.60%,83.95%,"19,130","23,891",57.60%,80.07%,"16,156","19,673",57.60%,82.12%,"44,381","57,053",57.60%,77.79%,"3,431","4,600",57.60%,74.59%
New York,3P1: Student Retention or Transfer,Postsecondary,"2,008",0,0,0.00%,0.00%,No,No,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%
New York,4P1: Student Placement,Postsecondary,"2,016","6,292","7,253",72.50%,86.75%,Yes,No,"2,509","2,821",72.50%,88.94%,"3,783","4,432",72.50%,85.36%,34,42,72.50%,80.95%,317,418,72.50%,75.84%,662,830,72.50%,79.76%,831,"1,011",72.50%,82.20%,8,9,72.50%,88.89%,"4,111","4,562",72.50%,90.11%,75,87,72.50%,86.21%,254,294,72.50%,86.39%,0,0,72.50%,0.00%,0,0,72.50%,0.00%,0,0,72.50%,0.00%,0,0,72.50%,0.00%,0,0,72.50%,0.00%,0,0,72.50%,0.00%
New York,4P1: Student Placement,Postsecondary,"2,015","5,192","8,079",70.00%,64.27%,Yes,No,"2,098","2,861",70.00%,73.33%,"3,094","5,218",70.00%,59.29%,18,27,70.00%,66.67%,184,592,70.00%,31.08%,441,725,70.00%,60.83%,445,820,70.00%,54.27%,10,16,70.00%,62.50%,"3,831","5,492",70.00%,69.76%,46,115,70.00%,40.00%,217,292,70.00%,74.32%,0,0,70.00%,0.00%,0,0,70.00%,0.00%,0,0,70.00%,0.00%,0,0,70.00%,0.00%,0,0,70.00%,0.00%,0,0,70.00%,0.00%
New York,4P1: Student Placement,Postsecondary,"2,014","6,111","9,656",95.25%,63.29%,No,Yes,"2,447","3,490",95.25%,70.11%,"3,664","6,166",95.25%,59.42%,49,79,95.25%,62.03%,313,899,95.25%,34.82%,598,968,95.25%,61.78%,563,"1,065",95.25%,52.86%,8,13,95.25%,61.54%,"4,397","6,336",95.25%,69.40%,0,0,95.25%,0.00%,193,305,95.25%,63.28%,0,0,95.25%,0.00%,0,0,95.25%,0.00%,0,0,95.25%,0.00%,0,0,95.25%,0.00%,0,0,95.25%,0.00%,0,0,95.25%,0.00%
New York,4P1: Student Placement,Postsecondary,"2,013","7,104","8,572",95.00%,82.87%,No,Yes,"2,761","3,189",95.00%,86.58%,"4,343","5,383",95.00%,80.68%,48,55,95.00%,87.27%,325,421,95.00%,77.20%,758,950,95.00%,79.79%,689,820,95.00%,84.02%,10,11,95.00%,90.91%,"4,623","5,128",95.00%,90.15%,0,0,95.00%,0.00%,548,661,95.00%,82.90%,0,0,95.00%,0.00%,0,0,95.00%,0.00%,0,0,95.00%,0.00%,0,0,95.00%,0.00%,0,0,95.00%,0.00%,0,0,95.00%,0.00%
New York,4P1: Student Placement,Postsecondary,"2,012","5,926","6,927",94.50%,85.55%,Yes,No,"2,240","2,551",94.50%,87.81%,"3,686","4,376",94.50%,84.23%,23,29,94.50%,79.31%,359,480,94.50%,74.79%,718,940,94.50%,76.38%,624,783,94.50%,79.69%,‡,‡,94.50%,80.00%,"3,953","4,420",94.50%,89.43%,21,22,94.50%,95.45%,224,248,94.50%,90.32%,0,0,94.50%,0.00%,0,0,94.50%,0.00%,0,0,94.50%,0.00%,0,0,94.50%,0.00%,0,0,94.50%,0.00%,0,0,94.50%,0.00%
New York,4P1: Student Placement,Postsecondary,"2,011","5,669","6,603",94.30%,85.85%,Yes,No,"2,112","2,447",94.30%,86.31%,"3,557","4,156",94.30%,85.59%,19,22,94.30%,86.36%,304,422,94.30%,72.04%,683,854,94.30%,79.98%,566,720,94.30%,78.61%,6,7,94.30%,85.71%,"3,880","4,320",94.30%,89.81%,23,30,94.30%,76.67%,188,228,94.30%,82.46%,0,0,94.30%,0.00%,0,0,94.30%,0.00%,0,0,94.30%,0.00%,0,0,94.30%,0.00%,0,0,94.30%,0.00%,0,0,94.30%,0.00%
New York,4P1: Student Placement,Postsecondary,"2,010","11,214","11,937",94.05%,93.94%,Yes,No,"4,294","4,559",94.05%,94.19%,"6,920","7,378",94.05%,93.79%,206,213,94.05%,96.71%,717,779,94.05%,92.04%,"1,273","1,352",94.05%,94.16%,992,"1,066",94.05%,93.06%,‡,‡,94.05%,100.00%,"7,589","8,046",94.05%,94.32%,39,41,94.05%,95.12%,567,616,94.05%,92.05%,0,0,94.05%,0.00%,0,0,94.05%,0.00%,0,0,94.05%,0.00%,0,0,94.05%,0.00%,0,0,94.05%,0.00%,0,0,94.05%,0.00%
New York,4P1: Student Placement,Postsecondary,"2,009","10,027","10,515",93.80%,95.36%,Yes,No,"3,694","3,897",93.80%,94.79%,"6,333","6,618",93.80%,95.69%,0,0,93.80%,0.00%,0,0,93.80%,0.00%,0,0,93.80%,0.00%,0,0,93.80%,0.00%,0,0,93.80%,0.00%,0,0,93.80%,0.00%,0,0,93.80%,0.00%,0,0,93.80%,0.00%,256,266,93.80%,96.24%,654,687,93.80%,95.20%,"1,125","1,186",93.80%,94.86%,876,930,93.80%,94.19%,"6,616","6,920",93.80%,95.61%,500,526,93.80%,95.06%
New York,4P1: Student Placement,Postsecondary,"2,008",0,0,0.00%,0.00%,No,No,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%
New York,5P1: Nontraditional Participation,Postsecondary,"2,016","26,129","101,621",30.00%,25.71%,No,Yes,"11,144","48,480",30.00%,22.99%,"14,985","53,141",30.00%,28.20%,195,668,30.00%,29.19%,"2,306","8,105",30.00%,28.45%,"5,764","19,771",30.00%,29.15%,"7,025","24,190",30.00%,29.04%,34,114,30.00%,29.82%,"9,667","44,152",30.00%,21.89%,272,"1,042",30.00%,26.10%,866,"3,581",30.00%,24.18%,0,0,30.00%,0.00%,0,0,30.00%,0.00%,0,0,30.00%,0.00%,0,0,30.00%,0.00%,0,0,30.00%,0.00%,0,0,30.00%,0.00%
New York,5P1: Nontraditional Participation,Postsecondary,"2,015","26,124","104,218",30.00%,25.07%,No,Yes,"11,341","49,532",30.00%,22.90%,"14,783","54,686",30.00%,27.03%,137,461,30.00%,29.72%,"2,157","7,523",30.00%,28.67%,"5,754","19,829",30.00%,29.02%,"6,517","23,170",30.00%,28.13%,36,122,30.00%,29.51%,"10,221","47,659",30.00%,21.45%,255,"1,026",30.00%,24.85%,"1,047","4,428",30.00%,23.64%,0,0,30.00%,0.00%,0,0,30.00%,0.00%,0,0,30.00%,0.00%,0,0,30.00%,0.00%,0,0,30.00%,0.00%,0,0,30.00%,0.00%
New York,5P1: Nontraditional Participation,Postsecondary,"2,014","25,431","97,973",35.75%,25.96%,No,Yes,"10,724","47,219",35.75%,22.71%,"14,707","50,754",35.75%,28.98%,229,810,35.75%,28.27%,"2,167","7,366",35.75%,29.42%,"5,695","19,541",35.75%,29.14%,"6,639","22,356",35.75%,29.70%,28,97,35.75%,28.87%,"9,838","44,158",35.75%,22.28%,0,0,35.75%,0.00%,835,"3,654",35.75%,22.85%,0,0,35.75%,0.00%,0,0,35.75%,0.00%,0,0,35.75%,0.00%,0,0,35.75%,0.00%,0,0,35.75%,0.00%,0,0,35.75%,0.00%
New York,5P1: Nontraditional Participation,Postsecondary,"2,013","31,942","125,156",35.50%,25.52%,No,Yes,"15,632","57,561",35.50%,27.16%,"16,310","67,595",35.50%,24.13%,284,"1,039",35.50%,27.33%,"2,986","9,634",35.50%,30.99%,"7,326","25,027",35.50%,29.27%,"7,491","26,917",35.50%,27.83%,77,245,35.50%,31.43%,"12,775","57,545",35.50%,22.20%,0,0,35.50%,0.00%,"7,702","28,612",35.50%,26.92%,0,0,35.50%,0.00%,0,0,35.50%,0.00%,0,0,35.50%,0.00%,0,0,35.50%,0.00%,0,0,35.50%,0.00%,0,0,35.50%,0.00%
New York,5P1: Nontraditional Participation,Postsecondary,"2,012","45,100","152,397",35.00%,29.59%,No,Yes,"12,836","77,353",35.00%,16.59%,"32,264","75,044",35.00%,42.99%,240,741,35.00%,32.39%,"3,898","11,500",35.00%,33.90%,"8,990","26,383",35.00%,34.07%,"8,645","27,165",35.00%,31.82%,28,88,35.00%,31.82%,"19,458","72,254",35.00%,26.93%,233,694,35.00%,33.57%,"3,608","13,577",35.00%,26.57%,0,0,35.00%,0.00%,0,0,35.00%,0.00%,0,0,35.00%,0.00%,0,0,35.00%,0.00%,0,0,35.00%,0.00%,0,0,35.00%,0.00%
New York,5P1: Nontraditional Participation,Postsecondary,"2,011","44,861","150,151",34.50%,29.88%,No,Yes,"11,966","74,971",34.50%,15.96%,"32,895","75,180",34.50%,43.75%,251,792,34.50%,31.69%,"3,853","11,345",34.50%,33.96%,"9,331","27,377",34.50%,34.08%,"8,633","26,894",34.50%,32.10%,27,128,34.50%,21.09%,"20,831","77,337",34.50%,26.94%,165,508,34.50%,32.48%,"1,770","5,778",34.50%,30.63%,0,0,34.50%,0.00%,0,0,34.50%,0.00%,0,0,34.50%,0.00%,0,0,34.50%,0.00%,0,0,34.50%,0.00%,0,0,34.50%,0.00%
New York,5P1: Nontraditional Participation,Postsecondary,"2,010","38,071","96,532",34.25%,39.44%,Yes,No,"6,992","40,485",34.25%,17.27%,"31,079","56,047",34.25%,55.45%,666,"2,144",34.25%,31.06%,"3,428","8,339",34.25%,41.11%,"6,155","18,507",34.25%,33.26%,"6,420","17,428",34.25%,36.84%,7,19,34.25%,36.84%,"16,284","46,232",34.25%,35.22%,172,534,34.25%,32.21%,"3,198","5,660",34.25%,56.50%,0,0,34.25%,0.00%,0,0,34.25%,0.00%,0,0,34.25%,0.00%,0,0,34.25%,0.00%,0,0,34.25%,0.00%,0,0,34.25%,0.00%
New York,5P1: Nontraditional Participation,Postsecondary,"2,009","43,811","128,030",34.00%,34.22%,Yes,No,"8,474","42,958",34.00%,19.73%,"35,337","85,072",34.00%,41.54%,0,0,34.00%,0.00%,0,0,34.00%,0.00%,0,0,34.00%,0.00%,0,0,34.00%,0.00%,0,0,34.00%,0.00%,0,0,34.00%,0.00%,0,0,34.00%,0.00%,0,0,34.00%,0.00%,"1,134","3,529",34.00%,32.13%,"4,457","11,870",34.00%,37.55%,"8,638","25,965",34.00%,33.27%,"7,807","21,328",34.00%,36.60%,"19,442","60,336",34.00%,32.22%,"2,275","5,002",34.00%,45.48%
New York,5P1: Nontraditional Participation,Postsecondary,"2,008",0,0,0.00%,0.00%,No,No,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%
New York,5P2: Nontraditional Completion,Postsecondary,"2,016","4,299","18,143",24.25%,23.70%,Yes,No,"1,690","7,915",24.25%,21.35%,"2,609","10,228",24.25%,25.51%,34,115,24.25%,29.57%,338,"1,224",24.25%,27.61%,696,"2,430",24.25%,28.64%,904,"3,049",24.25%,29.65%,6,20,24.25%,30.00%,"2,119","10,402",24.25%,20.37%,41,160,24.25%,25.63%,161,743,24.25%,21.67%,0,0,24.25%,0.00%,0,0,24.25%,0.00%,0,0,24.25%,0.00%,0,0,24.25%,0.00%,0,0,24.25%,0.00%,0,0,24.25%,0.00%
New York,5P2: Nontraditional Completion,Postsecondary,"2,015","4,186","18,093",23.50%,23.14%,Yes,No,"1,756","7,933",23.50%,22.14%,"2,430","10,160",23.50%,23.92%,14,69,23.50%,20.29%,305,"1,192",23.50%,25.59%,716,"2,420",23.50%,29.59%,760,"2,772",23.50%,27.42%,‡,19,23.50%,10.53%,"2,132","10,590",23.50%,20.13%,28,111,23.50%,25.23%,229,920,23.50%,24.89%,0,0,23.50%,0.00%,0,0,23.50%,0.00%,0,0,23.50%,0.00%,0,0,23.50%,0.00%,0,0,23.50%,0.00%,0,0,23.50%,0.00%
New York,5P2: Nontraditional Completion,Postsecondary,"2,014","3,833","16,287",23.25%,23.53%,Yes,No,"1,516","7,328",23.25%,20.69%,"2,317","8,959",23.25%,25.86%,22,114,23.25%,19.30%,369,"1,247",23.25%,29.59%,631,"2,202",23.25%,28.66%,680,"2,317",23.25%,29.35%,6,19,23.25%,31.58%,"1,974","9,622",23.25%,20.52%,0,0,23.25%,0.00%,151,767,23.25%,19.69%,0,0,23.25%,0.00%,0,0,23.25%,0.00%,0,0,23.25%,0.00%,0,0,23.25%,0.00%,0,0,23.25%,0.00%,0,0,23.25%,0.00%
New York,5P2: Nontraditional Completion,Postsecondary,"2,013","5,296","22,783",23.00%,23.25%,Yes,No,"2,537","9,596",23.00%,26.44%,"2,759","13,187",23.00%,20.92%,45,148,23.00%,30.41%,49,"1,488",23.00%,3.29%,900,"3,090",23.00%,29.13%,810,"3,027",23.00%,26.76%,13,32,23.00%,40.63%,"2,578","12,458",23.00%,20.69%,0,0,23.00%,0.00%,905,"3,581",23.00%,25.27%,0,0,23.00%,0.00%,0,0,23.00%,0.00%,0,0,23.00%,0.00%,0,0,23.00%,0.00%,0,0,23.00%,0.00%,0,0,23.00%,0.00%
New York,5P2: Nontraditional Completion,Postsecondary,"2,012","6,506","22,485",22.00%,28.93%,Yes,No,"1,792","10,093",22.00%,17.75%,"4,714","12,392",22.00%,38.04%,27,88,22.00%,30.68%,624,"1,770",22.00%,35.25%,"1,057","3,128",22.00%,33.79%,970,"2,959",22.00%,32.78%,‡,‡,22.00%,50.00%,"3,308","12,573",22.00%,26.31%,22,73,22.00%,30.14%,496,"1,890",22.00%,26.24%,0,0,22.00%,0.00%,0,0,22.00%,0.00%,0,0,22.00%,0.00%,0,0,22.00%,0.00%,0,0,22.00%,0.00%,0,0,22.00%,0.00%
New York,5P2: Nontraditional Completion,Postsecondary,"2,011","6,305","21,515",21.75%,29.31%,Yes,No,"1,496","9,549",21.75%,15.67%,"4,809","11,966",21.75%,40.19%,40,123,21.75%,32.52%,572,"1,584",21.75%,36.11%,991,"2,837",21.75%,34.93%,856,"2,532",21.75%,33.81%,‡,13,21.75%,30.77%,"3,501","13,335",21.75%,26.25%,27,59,21.75%,45.76%,314,"1,035",21.75%,30.34%,0,0,21.75%,0.00%,0,0,21.75%,0.00%,0,0,21.75%,0.00%,0,0,21.75%,0.00%,0,0,21.75%,0.00%,0,0,21.75%,0.00%
New York,5P2: Nontraditional Completion,Postsecondary,"2,010","5,479","26,549",21.50%,20.64%,Yes,No,920,"9,228",21.50%,9.97%,"4,559","17,321",21.50%,26.32%,130,708,21.50%,18.36%,535,"1,900",21.50%,28.16%,718,"4,300",21.50%,16.70%,619,"3,351",21.50%,18.47%,‡,‡,21.50%,50.00%,"2,957","14,953",21.50%,19.78%,19,151,21.50%,12.58%,556,"1,782",21.50%,31.20%,0,0,21.50%,0.00%,0,0,21.50%,0.00%,0,0,21.50%,0.00%,0,0,21.50%,0.00%,0,0,21.50%,0.00%,0,0,21.50%,0.00%
New York,5P2: Nontraditional Completion,Postsecondary,"2,009","7,416","20,505",21.25%,36.17%,Yes,No,"1,121","6,859",21.25%,16.34%,"6,295","13,646",21.25%,46.13%,0,0,21.25%,0.00%,0,0,21.25%,0.00%,0,0,21.25%,0.00%,0,0,21.25%,0.00%,0,0,21.25%,0.00%,0,0,21.25%,0.00%,0,0,21.25%,0.00%,0,0,21.25%,0.00%,356,"1,072",21.25%,33.21%,766,"1,783",21.25%,42.96%,"1,063","2,964",21.25%,35.86%,849,"2,071",21.25%,40.99%,"3,791","11,487",21.25%,33.00%,591,"1,128",21.25%,52.39%
New York,5P2: Nontraditional Completion,Postsecondary,"2,008",0,0,0.00%,0.00%,No,No,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0,0,0.00%,0.00%
Selected Grand Total,1P1: Technical Skill Attainment,Postsecondary,"2,012","222,024","247,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,1P1: Technical Skill Attainment,Postsecondary,"2,011","209,337","234,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,1P1: Technical Skill Attainment,Postsecondary,"2,013","228,786","255,245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,1P1: Technical Skill Attainment,Postsecondary,"2,010","203,197","229,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,1P1: Technical Skill Attainment,Postsecondary,"2,009","188,672","214,487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,1P1: Technical Skill Attainment,Postsecondary,"2,008",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,1P1: Technical Skill Attainment,Postsecondary,"2,014","220,618","247,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,1P1: Technical Skill Attainment,Postsecondary,"2,015","214,214","243,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,1P1: Technical Skill Attainment,Postsecondary,"2,016","214,707","245,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,"2P1: Credential, Certificate, or Degree",Postsecondary,"2,012","120,078","173,591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,"2P1: Credential, Certificate, or Degree",Postsecondary,"2,011","115,857","167,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,"2P1: Credential, Certificate, or Degree",Postsecondary,"2,013","131,196","195,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,"2P1: Credential, Certificate, or Degree",Postsecondary,"2,010","113,748","157,409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,"2P1: Credential, Certificate, or Degree",Postsecondary,"2,009","110,283","154,286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,"2P1: Credential, Certificate, or Degree",Postsecondary,"2,008",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,"2P1: Credential, Certificate, or Degree",Postsecondary,"2,014","126,830","184,656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,"2P1: Credential, Certificate, or Degree",Postsecondary,"2,015","133,574","186,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,"2P1: Credential, Certificate, or Degree",Postsecondary,"2,016","138,603","191,403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,3P1: Student Retention or Transfer,Postsecondary,"2,012","274,824","332,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,3P1: Student Retention or Transfer,Postsecondary,"2,011","262,255","318,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,3P1: Student Retention or Transfer,Postsecondary,"2,013","280,837","350,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,3P1: Student Retention or Transfer,Postsecondary,"2,010","239,099","287,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,3P1: Student Retention or Transfer,Postsecondary,"2,009","229,122","277,737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,3P1: Student Retention or Transfer,Postsecondary,"2,008",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,3P1: Student Retention or Transfer,Postsecondary,"2,014","247,845","327,374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,3P1: Student Retention or Transfer,Postsecondary,"2,015","248,673","314,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,3P1: Student Retention or Transfer,Postsecondary,"2,016","240,573","308,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,4P1: Student Placement,Postsecondary,"2,012","59,505","77,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,4P1: Student Placement,Postsecondary,"2,011","67,205","77,659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,4P1: Student Placement,Postsecondary,"2,013","61,627","77,263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,4P1: Student Placement,Postsecondary,"2,010","64,054","77,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,4P1: Student Placement,Postsecondary,"2,009","67,559","81,202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,4P1: Student Placement,Postsecondary,"2,008",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selected Grand Total,4P1: Student Placement,Postsecondary,"2,014","55,442","80,142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
